144 144 672
0 0 5.91233167516985e+15
0 1 -5.61489831306209e+02
0 12 -2.31878482217565e+14
1 1 8.42234746959598e+03
1 0 -5.61489831306209e+02
1 2 -5.61489831305433e+02
1 13 -5.61489831293839e+02
2 2 2.00366100705744e+15
2 1 -5.61489831305433e+02
2 3 -6.79038943227872e+13
2 14 -1.41185541092791e+14
3 3 1.68484325296323e+15
3 2 -6.79038943227872e+13
3 4 -1.87569866693076e+08
3 15 -1.24376442323794e+14
4 4 2.81355178711872e+09
4 3 -1.87569866693076e+08
4 5 -1.87570149507265e+08
4 16 -1.87569976250903e+08
5 5 8.73045716757705e+18
5 4 -1.87570149507265e+08
5 6 -4.81456476800198e+09
5 17 -1.48694722966970e+05
6 6 6.74046656253108e+10
6 5 -4.81456476800198e+09
6 7 -1.52402790159842e+06
6 18 -4.81379923105244e+09
7 7 2.28671745969390e+07
7 6 -1.52402790159842e+06
7 8 -1.52451047823859e+06
7 19 -1.52451047823860e+06
8 8 9.99193309803903e+20
8 7 -1.52451047823859e+06
8 9 -1.70052887642977e+13
8 20 -6.10177877500759e+19
9 9 2.37334805643573e+14
9 8 -1.70052887642977e+13
9 10 -1.62659952502984e+13
9 21 -1.20713524629686e+07
10 10 4.50846974708407e+15
10 9 -1.62659952502984e+13
10 11 -4.82189896360323e+10
10 22 -2.35627540298806e+12
11 11 1.25383803610853e+12
11 10 -4.82189896360323e+10
11 23 -4.82141333615673e+10
12 12 1.48649522233656e+17
12 13 -2.29613268900905e+13
12 0 -2.31878482217565e+14
12 24 -1.13906911377155e+16
13 13 6.64000172417232e+13
13 12 -2.29613268900905e+13
13 14 -2.27998452213405e+13
13 1 -5.61489831293839e+02
13 25 -2.06388451297307e+13
14 14 4.20306325244994e+15
14 13 -2.27998452213405e+13
14 15 -2.52340355156072e+15
14 2 -1.41185541092791e+14
14 26 -1.51567431457508e+15
15 15 2.85078460200184e+15
15 14 -2.52340355156072e+15
15 16 -2.02999554675644e+14
15 3 -1.24376442323794e+14
15 27 -5.05344168390907e+09
16 16 4.06006623856899e+14
16 15 -2.02999554675644e+14
16 17 -1.48694722858088e+05
16 4 -1.87569976250903e+08
16 28 -2.03006881462584e+14
17 17 5.15996987994675e+05
17 16 -1.48694722858088e+05
17 18 -1.48694722236651e+05
17 5 -1.48694722966970e+05
17 29 -6.99128199329663e+04
18 18 5.84163556786014e+13
18 17 -1.48694722236651e+05
18 19 -3.02733629101446e+13
18 6 -4.81379923105244e+09
18 30 -2.81381788205309e+13
19 19 8.33089807085727e+19
19 18 -3.02733629101446e+13
19 20 -8.32884210908743e+19
19 7 -1.52451047823860e+06
19 31 -2.05293443339861e+16
20 20 1.44306208841331e+20
20 19 -8.32884210908743e+19
20 21 -1.20713610319271e+07
20 8 -6.10177877500759e+19
20 32 -3.69146220603174e+08
21 21 3.62489170026742e+07
21 20 -1.20713610319271e+07
21 22 -1.20712995792907e+07
21 9 -1.20713524629686e+07
21 33 -3.49039284877786e+04
22 22 6.91310742402530e+12
22 21 -1.20712995792907e+07
22 23 -2.34473474629292e+12
22 10 -2.35627540298806e+12
22 34 -2.21208520344475e+12
23 23 2.73231310770209e+15
23 22 -2.34473474629292e+12
23 11 -4.82141333615673e+10
23 35 -2.09754694048432e+14
24 24 5.93305085018184e+19
24 25 -2.00456062627052e+14
24 12 -1.13906911377155e+16
24 36 -2.60773094823195e+11
25 25 4.11494770470883e+14
25 24 -2.00456062627052e+14
25 26 -1.90398256437465e+14
25 13 -2.06388451297307e+13
25 37 -1.60627663453964e+09
26 26 1.70608875448484e+15
26 25 -1.90398256437465e+14
26 27 -5.05343495530156e+09
26 14 -1.51567431457508e+15
26 38 -1.11300373326559e+10
27 27 2.02038818232682e+10
27 26 -5.05343495530156e+09
27 28 -5.05344168844935e+09
27 15 -5.05344168390907e+09
27 39 -5.04356349560822e+09
28 28 1.41510790869604e+19
28 27 -5.05344168844935e+09
28 29 -1.31955017477595e+05
28 16 -2.03006881462584e+14
28 40 -1.41508760750254e+19
29 29 4.65777872322107e+05
29 28 -1.31955017477595e+05
29 30 -1.31955017433951e+05
29 17 -6.99128199329663e+04
29 41 -1.31955017477596e+05
30 30 7.99061460171516e+14
30 29 -1.31955017433951e+05
30 31 -3.91347458573961e+14
30 18 -2.81381788205309e+13
30 42 -3.79575822645069e+14
31 31 4.14436352704733e+16
31 30 -3.91347458573961e+14
31 32 -3.69146213967047e+08
31 19 -2.05293443339861e+16
31 43 -2.05229431087670e+16
32 32 7.38341186966865e+08
32 31 -3.69146213967047e+08
32 33 -3.50018255399260e+04
32 20 -3.69146220603174e+08
32 44 -1.37505711038801e+04
33 33 1.39916043328343e+05
33 32 -3.50018255399260e+04
33 34 -3.50051446318633e+04
33 21 -3.49039284877786e+04
33 45 -3.50051446687752e+04
34 34 6.80228377943665e+13
34 33 -3.50051446318633e+04
